Files already downloaded and verified
Files already downloaded and verified
  0%|          | 0/1563 [00:00<?, ?step/s]
[ 8 / 20 ], Loss:1.1358, Acc:0.5938:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.2321, Acc:0.6250:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.3129, Acc:0.5312:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:0.8921, Acc:0.7188:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.5532, Acc:0.5625:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.3443, Acc:0.5938:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:0.9507, Acc:0.6875:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.2673, Acc:0.5625:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:0.9903, Acc:0.6250:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.0647, Acc:0.5312:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.0044, Acc:0.7188:   9%|▊         | 133/1563 [00:01<00:13, 102.77step/s]
[ 8 / 20 ], Loss:1.0044, Acc:0.7188:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.0581, Acc:0.6875:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.2642, Acc:0.5938:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.7948, Acc:0.3750:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.7282, Acc:0.4062:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:0.9467, Acc:0.6250:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.1041, Acc:0.5938:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:0.9897, Acc:0.6250:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.3194, Acc:0.5000:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.0373, Acc:0.5312:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.3814, Acc:0.3750:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.3293, Acc:0.5938:   9%|▉         | 144/1563 [00:01<00:13, 103.74step/s]
[ 8 / 20 ], Loss:1.3293, Acc:0.5938:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.0386, Acc:0.5938:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.1011, Acc:0.6250:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.5283, Acc:0.5000:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.2642, Acc:0.5000:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.4071, Acc:0.4375:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.2210, Acc:0.5000:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.3130, Acc:0.4375:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.0689, Acc:0.5938:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.6816, Acc:0.5000:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.2327, Acc:0.6250:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.0614, Acc:0.6875:  10%|▉         | 155/1563 [00:01<00:13, 104.71step/s]
[ 8 / 20 ], Loss:1.0614, Acc:0.6875:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.2714, Acc:0.5000:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.2879, Acc:0.5625:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.1019, Acc:0.6875:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.0966, Acc:0.6250:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.3721, Acc:0.5312:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.2453, Acc:0.5938:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.4584, Acc:0.5625:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.2466, Acc:0.5938:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.3062, Acc:0.4688:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.1970, Acc:0.4375:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.0392, Acc:0.6562:  11%|█         | 166/1563 [00:01<00:13, 105.76step/s]
[ 8 / 20 ], Loss:1.0392, Acc:0.6562:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s] 
[ 8 / 20 ], Loss:1.1599, Acc:0.5312:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.3978, Acc:0.4062:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.1458, Acc:0.5625:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.6224, Acc:0.3750:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.2221, Acc:0.5938:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.1697, Acc:0.6562:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.0939, Acc:0.5938:  11%|█▏        | 177/1563 [00:01<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.2906, Acc:0.5625:  11%|█▏        | 177/1563 [00:02<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.1729, Acc:0.5312:  11%|█▏        | 177/1563 [00:02<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.1823, Acc:0.6562:  11%|█▏        | 177/1563 [00:02<00:15, 92.28step/s]
[ 8 / 20 ], Loss:1.1823, Acc:0.6562:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.3053, Acc:0.6250:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.4781, Acc:0.4688:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.0317, Acc:0.6562:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2848, Acc:0.5625:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2500, Acc:0.4688:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.1367, Acc:0.6250:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2310, Acc:0.5625:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.4765, Acc:0.4375:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2851, Acc:0.5938:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.1580, Acc:0.5312:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2838, Acc:0.5938:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2035, Acc:0.6562:  12%|█▏        | 187/1563 [00:02<00:15, 91.18step/s]
[ 8 / 20 ], Loss:1.2035, Acc:0.6562:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:0.9669, Acc:0.6250:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.2322, Acc:0.5312:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.1029, Acc:0.5000:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:0.9972, Acc:0.6562:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.0075, Acc:0.6875:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.0139, Acc:0.6562:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.1285, Acc:0.6250:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.3755, Acc:0.5938:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.0173, Acc:0.6562:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.4337, Acc:0.5000:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.3451, Acc:0.5312:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.3875, Acc:0.4375:  13%|█▎        | 199/1563 [00:02<00:14, 97.16step/s]
[ 8 / 20 ], Loss:1.3875, Acc:0.4375:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.6453, Acc:0.3750:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.2738, Acc:0.5000:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.3096, Acc:0.5625:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.0553, Acc:0.5938:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.2621, Acc:0.6875:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1473, Acc:0.4688:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1171, Acc:0.6562:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.0957, Acc:0.5625:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1862, Acc:0.5000:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1774, Acc:0.6250:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1506, Acc:0.5625:  13%|█▎        | 211/1563 [00:02<00:13, 100.54step/s]
[ 8 / 20 ], Loss:1.1506, Acc:0.5625:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.1802, Acc:0.5312:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2648, Acc:0.5938:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2161, Acc:0.5938:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2019, Acc:0.4688:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.1585, Acc:0.5938:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2353, Acc:0.5938:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2304, Acc:0.5312:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.2408, Acc:0.5312:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.1747, Acc:0.6250:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.3001, Acc:0.5625:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.4326, Acc:0.5000:  14%|█▍        | 222/1563 [00:02<00:13, 101.88step/s]
[ 8 / 20 ], Loss:1.4326, Acc:0.5000:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1398, Acc:0.6562:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1928, Acc:0.5625:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1899, Acc:0.5312:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1929, Acc:0.6250:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1560, Acc:0.5938:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:0.6122, Acc:0.8750:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.0714, Acc:0.6562:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:0.9118, Acc:0.6875:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.2670, Acc:0.5000:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.5465, Acc:0.4062:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.1163, Acc:0.6250:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.2993, Acc:0.5000:  15%|█▍        | 233/1563 [00:02<00:12, 103.01step/s]
[ 8 / 20 ], Loss:1.2993, Acc:0.5000:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.2857, Acc:0.5312:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.0063, Acc:0.5625:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.2177, Acc:0.6250:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.3623, Acc:0.5000:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.2373, Acc:0.5938:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.3033, Acc:0.5625:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.0169, Acc:0.6562:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.1305, Acc:0.5625:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.2209, Acc:0.6250:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.3289, Acc:0.5312:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.1738, Acc:0.5625:  16%|█▌        | 245/1563 [00:02<00:12, 104.69step/s]
[ 8 / 20 ], Loss:1.1738, Acc:0.5625:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.4258, Acc:0.5312:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.0072, Acc:0.6562:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.1567, Acc:0.5312:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.1914, Acc:0.5938:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.5483, Acc:0.4375:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.2411, Acc:0.6562:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.5625, Acc:0.5312:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.1398, Acc:0.6875:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.2576, Acc:0.5312:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.1196, Acc:0.5625:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.3524, Acc:0.5312:  16%|█▋        | 256/1563 [00:02<00:12, 102.41step/s]
[ 8 / 20 ], Loss:1.3524, Acc:0.5312:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.0285, Acc:0.6562:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.2773, Acc:0.5000:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.3467, Acc:0.5312:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.3182, Acc:0.5938:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:0.9122, Acc:0.7812:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.2682, Acc:0.6250:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.1844, Acc:0.5000:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.8303, Acc:0.5000:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:0.9763, Acc:0.7188:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.1150, Acc:0.5938:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.2669, Acc:0.5312:  17%|█▋        | 267/1563 [00:02<00:12, 103.77step/s]
[ 8 / 20 ], Loss:1.2669, Acc:0.5312:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.4101, Acc:0.4688:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1137, Acc:0.5938:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:0.9338, Acc:0.6250:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1827, Acc:0.5938:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.4002, Acc:0.5000:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.4407, Acc:0.4688:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.3902, Acc:0.5312:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1458, Acc:0.6250:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.2092, Acc:0.5938:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1405, Acc:0.6562:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.3722, Acc:0.4688:  18%|█▊        | 278/1563 [00:02<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1183, Acc:0.5312:  18%|█▊        | 278/1563 [00:03<00:12, 103.27step/s]
[ 8 / 20 ], Loss:1.1183, Acc:0.5312:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.2217, Acc:0.5625:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.2572, Acc:0.5312:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.3107, Acc:0.6250:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:0.9691, Acc:0.5938:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.1742, Acc:0.5000:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.2457, Acc:0.5938:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.6323, Acc:0.4375:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.0176, Acc:0.6562:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.0513, Acc:0.5625:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.3164, Acc:0.5312:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.6018, Acc:0.4062:  19%|█▊        | 290/1563 [00:03<00:12, 105.32step/s]
[ 8 / 20 ], Loss:1.6018, Acc:0.4062:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.2191, Acc:0.5938:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.4567, Acc:0.4375:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.3059, Acc:0.6250:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.0671, Acc:0.5625:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.2785, Acc:0.5625:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.1448, Acc:0.5625:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.3958, Acc:0.4062:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:0.9545, Acc:0.7500:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.2161, Acc:0.5938:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.1692, Acc:0.5000:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.1596, Acc:0.5312:  19%|█▉        | 301/1563 [00:03<00:11, 106.62step/s]
[ 8 / 20 ], Loss:1.1596, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.4991, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.1183, Acc:0.5625:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.4797, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.3135, Acc:0.4688:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.3383, Acc:0.5938:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.2578, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.5772, Acc:0.4062:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.2796, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.4086, Acc:0.4688:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.0616, Acc:0.5625:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.2286, Acc:0.5312:  20%|█▉        | 312/1563 [00:03<00:11, 106.13step/s]
[ 8 / 20 ], Loss:1.2286, Acc:0.5312:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.2935, Acc:0.5000:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.0199, Acc:0.6875:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.1578, Acc:0.5938:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.2180, Acc:0.5312:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.0695, Acc:0.7188:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.4517, Acc:0.5312:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.3439, Acc:0.5000:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.0461, Acc:0.6562:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.2487, Acc:0.4688:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.3331, Acc:0.5312:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.1780, Acc:0.6250:  21%|██        | 323/1563 [00:03<00:11, 106.89step/s]
[ 8 / 20 ], Loss:1.1780, Acc:0.6250:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:1.6857, Acc:0.4688:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:1.0644, Acc:0.5938:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:1.3313, Acc:0.5312:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:1.2079, Acc:0.4688:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:1.0218, Acc:0.6250:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:0.7007, Acc:0.8125:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
[ 8 / 20 ], Loss:0.9519, Acc:0.6562:  21%|██▏       | 334/1563 [00:03<00:11, 105.48step/s]
